Gene stable ID	Gene name
ENSG00000162992	NEUROD1
ENSG00000077092	RARB
ENSG00000198026	ZNF335
ENSG00000138802	SEC24B
ENSG00000077097	TOP2B
ENSG00000128245	YWHAH
ENSG00000070031	SCT
ENSG00000105245	NUMBL
ENSG00000158169	FANCC
ENSG00000164405	UQCRQ
ENSG00000103653	CSK
ENSG00000168758	SEMA4C
ENSG00000204217	BMPR2
ENSG00000197921	HES5
ENSG00000188613	NANOS1
ENSG00000167325	RRM1
ENSG00000168214	RBPJ
ENSG00000165588	OTX2
ENSG00000063015	SEZ6
ENSG00000016082	ISL1
ENSG00000132872	SYT4
ENSG00000080815	PSEN1
ENSG00000187535	IFT140
ENSG00000079246	XRCC5
ENSG00000006459	KDM7A
ENSG00000182583	VCX
ENSG00000080166	DCT
ENSG00000099284	H2AFY2
ENSG00000171316	CHD7
ENSG00000177504	VCX2
ENSG00000108576	SLC6A4
ENSG00000273706	LHX1
ENSG00000204116	CHIC1
ENSG00000122585	NPY
ENSG00000107831	FGF8
ENSG00000106144	CASP2
ENSG00000205642	VCX3B
ENSG00000123815	COQ8B
ENSG00000128298	BAIAP2L2
ENSG00000185924	RTN4RL1
ENSG00000128918	ALDH1A2
ENSG00000172201	ID4
ENSG00000234651	BAG6
ENSG00000125931	CITED1
ENSG00000164190	NIPBL
ENSG00000156574	NODAL
ENSG00000075702	WDR62
ENSG00000149269	PAK1
ENSG00000163394	CCKAR
ENSG00000169554	ZEB2
ENSG00000172053	QARS
ENSG00000144554	FANCD2
ENSG00000159082	SYNJ1
ENSG00000079482	OPHN1
ENSG00000075891	PAX2
ENSG00000149295	DRD2
ENSG00000122641	INHBA
ENSG00000114062	UBE3A
ENSG00000130368	MAS1
ENSG00000273529	HES5
ENSG00000101391	CDK5RAP1
ENSG00000143933	CALM2
ENSG00000121966	CXCR4
ENSG00000076924	XAB2
ENSG00000105880	DLX5
ENSG00000135541	AHI1
ENSG00000066629	EML1
ENSG00000162576	MXRA8
ENSG00000149571	KIRREL3
ENSG00000198879	SFMBT2
ENSG00000053108	FSTL4
ENSG00000106571	GLI3
ENSG00000139618	BRCA2
ENSG00000103657	HERC1
ENSG00000101438	SLC32A1
ENSG00000177103	DSCAML1
ENSG00000101298	SNPH
ENSG00000092009	CMA1
ENSG00000185920	PTCH1
ENSG00000154146	NRGN
ENSG00000105699	LSR
ENSG00000135638	EMX1
ENSG00000164741	DLC1
ENSG00000041515	MYO16
ENSG00000146938	NLGN4X
ENSG00000142192	APP
ENSG00000141646	SMAD4
ENSG00000150540	HNMT
ENSG00000126267	COX6B1
ENSG00000033178	UBA6
ENSG00000137343	ATAT1
ENSG00000013810	TACC3
ENSG00000149654	CDH22
ENSG00000197603	CPLANE1
ENSG00000144290	SLC4A10
ENSG00000163513	TGFBR2
ENSG00000154764	WNT7A
ENSG00000164929	BAALC
ENSG00000136535	TBR1
ENSG00000164930	FZD6
ENSG00000276996	SLC6A3
ENSG00000144724	PTPRG
ENSG00000273592	MBOAT7
ENSG00000167720	SRR
ENSG00000274473	SCT
ENSG00000278728	CNTNAP2
ENSG00000146950	SHROOM2
ENSG00000110436	SLC1A2
ENSG00000205927	OLIG2
ENSG00000158748	HTR6
ENSG00000176749	CDK5R1
ENSG00000170759	KIF5B
ENSG00000141510	TP53
ENSG00000083720	OXCT1
ENSG00000134954	ETS1
ENSG00000176788	BASP1
ENSG00000274474	YWHAE
ENSG00000187742	SECISBP2
ENSG00000165704	HPRT1
ENSG00000151929	BAG3
ENSG00000176658	MYO1D
ENSG00000129159	KCNC1
ENSG00000172379	ARNT2
ENSG00000171307	ZDHHC16
ENSG00000170482	SLC23A1
ENSG00000145388	METTL14
ENSG00000185668	POU3F1
ENSG00000163482	STK36
ENSG00000138002	IFT172
ENSG00000130234	ACE2
ENSG00000087250	MT3
ENSG00000146216	TTBK1
ENSG00000078674	PCM1
ENSG00000119042	SATB2
ENSG00000036054	TBC1D23
ENSG00000109132	PHOX2B
ENSG00000134294	SLC38A2
ENSG00000184524	CEND1
ENSG00000182197	EXT1
ENSG00000145545	SRD5A1
ENSG00000157240	FZD1
ENSG00000274382	PROP1
ENSG00000164742	ADCY1
ENSG00000114251	WNT5A
ENSG00000126895	AVPR2
ENSG00000117114	ADGRL2
ENSG00000145375	SPATA5
ENSG00000040608	RTN4R
ENSG00000117713	ARID1A
ENSG00000163935	SFMBT1
ENSG00000196689	TRPV1
ENSG00000160007	ARHGAP35
ENSG00000077943	ITGA8
ENSG00000231257	ATAT1
ENSG00000170315	UBB
ENSG00000130449	ZSWIM6
ENSG00000169057	MECP2
ENSG00000204472	AIF1
ENSG00000165392	WRN
ENSG00000107562	CXCL12
ENSG00000109944	JHY
ENSG00000213689	TREX1
ENSG00000284906	ARHGAP11B
ENSG00000188909	BSX
ENSG00000173898	SPTBN2
ENSG00000153266	FEZF2
ENSG00000137872	SEMA6D
ENSG00000173406	DAB1
ENSG00000109819	PPARGC1A
ENSG00000276191	CRHR1
ENSG00000168505	GBX2
ENSG00000139211	AMIGO2
ENSG00000157219	HTR5A
ENSG00000169282	KCNAB1
ENSG00000047634	SCML1
ENSG00000069011	PITX1
ENSG00000147316	MCPH1
ENSG00000176165	FOXG1
ENSG00000088812	ATRN
ENSG00000280635	PROP1
ENSG00000250722	SELENOP
ENSG00000131759	RARA
ENSG00000118260	CREB1
ENSG00000111678	C12orf57
ENSG00000122756	CNTFR
ENSG00000071655	MBD3
ENSG00000168389	MFSD2A
ENSG00000102098	SCML2
ENSG00000078246	TULP3
ENSG00000127152	BCL11B
ENSG00000099617	EFNA2
ENSG00000144619	CNTN4
ENSG00000277956	MAPT
ENSG00000196159	FAT4
ENSG00000169379	ARL13B
ENSG00000117632	STMN1
ENSG00000105989	WNT2
ENSG00000198689	SLC9A6
ENSG00000136938	ANP32B
ENSG00000239672	NME1
ENSG00000176170	SPHK1
ENSG00000197971	MBP
ENSG00000197405	C5AR1
ENSG00000180616	SSTR2
ENSG00000091136	LAMB1
ENSG00000116641	DOCK7
ENSG00000205476	CCDC85C
ENSG00000176884	GRIN1
ENSG00000100395	L3MBTL2
ENSG00000167601	AXL
ENSG00000133895	MEN1
ENSG00000131238	PPT1
ENSG00000275555	DLL1
ENSG00000204178	MACO1
ENSG00000106948	AKNA
ENSG00000166165	CKB
ENSG00000154655	L3MBTL4
ENSG00000164778	EN2
ENSG00000196924	FLNA
ENSG00000111783	RFX4
ENSG00000206488	ATAT1
ENSG00000186051	TAL2
ENSG00000165194	PCDH19
ENSG00000157193	LRP8
ENSG00000002330	BAD
ENSG00000159720	ATP6V0D1
ENSG00000106852	LHX6
ENSG00000125686	MED1
ENSG00000125835	SNRPB
ENSG00000170989	S1PR1
ENSG00000088930	XRN2
ENSG00000253368	TRNP1
ENSG00000095397	WHRN
ENSG00000011258	MBTD1
ENSG00000183527	PSMG1
ENSG00000204463	BAG6
ENSG00000198646	NCOA6
ENSG00000205336	ADGRG1
ENSG00000171450	CDK5R2
ENSG00000112902	SEMA5A
ENSG00000196576	PLXNB2
ENSG00000123473	STIL
ENSG00000277641	WNT3
ENSG00000151208	DLG5
ENSG00000157423	HYDIN
ENSG00000113966	ARL6
ENSG00000105402	NAPA
ENSG00000278780	ZNF430
ENSG00000135333	EPHA7
ENSG00000054598	FOXC1
ENSG00000136877	FPGS
ENSG00000112972	HMGCS1
ENSG00000119508	NR4A3
ENSG00000101412	E2F1
ENSG00000173786	CNP
ENSG00000137210	TMEM14B
ENSG00000152192	POU4F1
ENSG00000276799	WNT9B
ENSG00000240583	AQP1
ENSG00000174469	CNTNAP2
ENSG00000100242	SUN2
ENSG00000118702	GHRH
ENSG00000185950	IRS2
ENSG00000043355	ZIC2
ENSG00000238205	MPC1L
ENSG00000275410	HNF1B
ENSG00000276016	ABR
ENSG00000132002	DNAJB1
ENSG00000138814	PPP3CA
ENSG00000147403	RPL10
ENSG00000084676	NCOA1
ENSG00000141480	ARRB2
ENSG00000107779	BMPR1A
ENSG00000198668	CALM1
ENSG00000197122	SRC
ENSG00000105613	MAST1
ENSG00000162736	NCSTN
ENSG00000066032	CTNNA2
ENSG00000154975	CA10
ENSG00000171532	NEUROD2
ENSG00000133937	GSC
ENSG00000182621	PLCB1
ENSG00000053438	NNAT
ENSG00000198793	MTOR
ENSG00000121905	HPCA
ENSG00000183092	BEGAIN
ENSG00000099942	CRKL
ENSG00000168374	ARF4
ENSG00000175325	PROP1
ENSG00000234289	H2BFS
ENSG00000122859	NEUROG3
ENSG00000164713	BRI3
ENSG00000106128	GHRHR
ENSG00000006453	BAIAP2L1
ENSG00000256463	SALL3
ENSG00000134595	SOX3
ENSG00000138772	ANXA3
ENSG00000187908	DMBT1
ENSG00000125084	WNT1
ENSG00000133961	NUMB
ENSG00000148672	GLUD1
ENSG00000130294	KIF1A
ENSG00000109756	RAPGEF2
ENSG00000184254	ALDH1A3
ENSG00000183044	ABAT
ENSG00000143869	GDF7
ENSG00000132671	SSTR4
ENSG00000164258	NDUFS4
ENSG00000187498	COL4A1
ENSG00000115657	ABCB6
ENSG00000081479	LRP2
ENSG00000125968	ID1
ENSG00000103494	RPGRIP1L
ENSG00000235985	AIF1
ENSG00000237727	AIF1
ENSG00000278195	SSTR3
ENSG00000068903	SIRT2
ENSG00000144868	TMEM108
ENSG00000106991	ENG
ENSG00000274287	SCRIB
ENSG00000139874	SSTR1
ENSG00000161509	GRIN2C
ENSG00000040199	PHLPP2
ENSG00000198121	LPAR1
ENSG00000106462	EZH2
ENSG00000140463	BBS4
ENSG00000164600	NEUROD6
ENSG00000118620	ZNF430
ENSG00000138311	ZNF365
ENSG00000198914	POU3F3
ENSG00000142700	DMRTA2
ENSG00000147416	ATP6V1B2
ENSG00000213619	NDUFS3
ENSG00000039068	CDH1
ENSG00000138686	BBS7
ENSG00000167658	EEF2
ENSG00000116741	RGS2
ENSG00000143222	UFC1
ENSG00000077063	CTTNBP2
ENSG00000163666	HESX1
ENSG00000162433	AK4
ENSG00000128610	FEZF1
ENSG00000075624	ACTB
ENSG00000186716	BCR
ENSG00000263310	SALL3
ENSG00000110492	MDK
ENSG00000180900	SCRIB
ENSG00000147526	TACC1
ENSG00000123560	PLP1
ENSG00000184903	IMMP2L
ENSG00000010803	SCMH1
ENSG00000183691	NOG
ENSG00000286019	NOTCH2NLB
ENSG00000008197	TFAP2D
ENSG00000277015	SALL3
ENSG00000275118	MBOAT7
ENSG00000105464	GRIN2D
ENSG00000138623	SEMA7A
ENSG00000163785	RYK
ENSG00000160014	CALM3
ENSG00000184486	POU3F2
ENSG00000204103	MAFB
ENSG00000180772	AGTR2
ENSG00000224470	ATXN1L
ENSG00000168944	CEP120
ENSG00000168209	DDIT4
ENSG00000196419	XRCC6
ENSG00000168267	PTF1A
ENSG00000189058	APOD
ENSG00000185551	NR2F2
ENSG00000112137	PHACTR1
ENSG00000166225	FRS2
ENSG00000235588	AIF1
ENSG00000122877	EGR2
ENSG00000116266	STXBP3
ENSG00000096155	BAG6
ENSG00000171303	KCNK3
ENSG00000066279	ASPM
ENSG00000108773	KAT2A
ENSG00000157216	SSBP3
ENSG00000067836	ROGDI
ENSG00000072694	FCGR2B
ENSG00000115738	ID2
ENSG00000102038	SMARCA1
ENSG00000073050	XRCC1
ENSG00000187634	SAMD11
ENSG00000020426	MNAT1
ENSG00000186907	RTN4RL2
ENSG00000134686	PHC2
ENSG00000163132	MSX1
ENSG00000069535	MAOB
ENSG00000070770	CSNK2A2
ENSG00000136861	CDK5RAP2
ENSG00000162490	DRAXIN
ENSG00000204852	TCTN1
ENSG00000063176	SPHK2
ENSG00000228760	BAG6
ENSG00000153094	BCL2L11
ENSG00000117152	RGS4
ENSG00000147862	NFIB
ENSG00000100320	RBFOX2
ENSG00000165795	NDRG2
ENSG00000165300	SLITRK5
ENSG00000118193	KIF14
ENSG00000180914	OXTR
ENSG00000112139	MDGA1
ENSG00000104888	SLC17A7
ENSG00000128791	TWSG1
ENSG00000007372	PAX6
ENSG00000107187	LHX3
ENSG00000166780	BMERB1
ENSG00000054654	SYNE2
ENSG00000117569	PTBP2
ENSG00000164690	SHH
ENSG00000146285	SCML4
ENSG00000183454	GRIN2A
ENSG00000176720	BOK
ENSG00000115310	RTN4
ENSG00000182578	CSF1R
ENSG00000087258	GNAO1
ENSG00000171862	PTEN
ENSG00000162761	LMX1A
ENSG00000105426	PTPRS
ENSG00000168014	C2CD3
ENSG00000286219	NOTCH2NLC
ENSG00000103034	NDRG4
ENSG00000135744	AGT
ENSG00000011143	MKS1
ENSG00000187961	KLHL17
ENSG00000277586	NEFL
ENSG00000179526	SHARPIN
ENSG00000160678	S100A1
ENSG00000116906	GNPAT
ENSG00000132510	KDM6B
ENSG00000164305	CASP3
ENSG00000125124	BBS2
ENSG00000274577	LHX1
ENSG00000106689	LHX2
ENSG00000111752	PHC1
ENSG00000162946	DISC1
ENSG00000229524	BAG6
ENSG00000105771	SMG9
ENSG00000251322	SHANK3
ENSG00000116035	VAX2
ENSG00000196767	POU3F4
ENSG00000114450	GNB4
ENSG00000206428	AIF1
ENSG00000070018	LRP6
ENSG00000112333	NR2E1
ENSG00000130827	PLXNA3
ENSG00000074047	GLI2
ENSG00000235658	ATAT1
ENSG00000143158	MPC2
ENSG00000168172	HOOK3
ENSG00000074181	NOTCH3
ENSG00000140836	ZFHX3
ENSG00000186868	MAPT
ENSG00000143178	TBX19
ENSG00000172380	GNG12
ENSG00000116729	WLS
ENSG00000198707	CEP290
ENSG00000138495	COX17
ENSG00000120088	CRHR1
ENSG00000152977	ZIC1
ENSG00000284862	CCDC39
ENSG00000188064	WNT7B
ENSG00000145075	CCDC39
ENSG00000099246	RAB18
ENSG00000103319	EEF2K
ENSG00000179295	PTPN11
ENSG00000150093	ITGB1
ENSG00000171094	ALK
ENSG00000048342	CC2D2A
ENSG00000070961	ATP2B1
ENSG00000157168	NRG1
ENSG00000112175	BMP5
ENSG00000187266	EPOR
ENSG00000161681	SHANK1
ENSG00000187240	DYNC2H1
ENSG00000066468	FGFR2
ENSG00000020181	ADGRA2
ENSG00000143028	SYPL2
ENSG00000181754	AMIGO1
ENSG00000168036	CTNNB1
ENSG00000233348	BAG6
ENSG00000148396	SEC16A
ENSG00000176171	BNIP3
ENSG00000185532	PRKG1
ENSG00000107984	DKK1
ENSG00000148400	NOTCH1
ENSG00000187033	SAMD7
ENSG00000100678	SLC8A3
ENSG00000100644	HIF1A
ENSG00000090861	AARS
ENSG00000171540	OTP
ENSG00000065135	GNAI3
ENSG00000129864	VCY
ENSG00000100888	CHD8
ENSG00000205726	ITSN1
ENSG00000116254	CHD5
ENSG00000135472	FAIM2
ENSG00000137561	TTPA
ENSG00000141543	EIF4A3
ENSG00000118689	FOXO3
ENSG00000082701	GSK3B
ENSG00000122707	RECK
ENSG00000276194	HNF1B
ENSG00000174013	FBXO45
ENSG00000173889	PHC3
ENSG00000105996	HOXA2
ENSG00000128482	RNF112
ENSG00000223752	ATAT1
ENSG00000181449	SOX2
ENSG00000115507	OTX1
ENSG00000129654	FOXJ1
ENSG00000138668	HNRNPD
ENSG00000182968	SOX1
ENSG00000108465	CDK5RAP3
ENSG00000164093	PITX2
ENSG00000166579	NDEL1
ENSG00000185900	POMK
ENSG00000133026	MYH10
ENSG00000159131	GART
ENSG00000136527	TRA2B
ENSG00000165819	METTL3
ENSG00000125505	MBOAT7
ENSG00000183873	SCN5A
ENSG00000160716	CHRNB2
ENSG00000072864	NDE1
ENSG00000197106	SLC6A17
ENSG00000169169	CPT1C
ENSG00000273079	GRIN2B
ENSG00000117020	AKT3
ENSG00000166006	KCNC2
ENSG00000128881	TTBK2
ENSG00000133703	KRAS
ENSG00000147465	STAR
ENSG00000130479	MAP1S
ENSG00000111087	GLI1
ENSG00000102924	CBLN1
ENSG00000085224	ATRX
ENSG00000159388	BTG2
ENSG00000164885	CDK5
ENSG00000058668	ATP2B4
ENSG00000160211	G6PD
ENSG00000101144	BMP7
ENSG00000276155	MAPT
ENSG00000172728	FUT10
ENSG00000163348	PYGO2
ENSG00000089116	LHX5
ENSG00000120094	HOXB1
ENSG00000120093	HOXB3
ENSG00000117394	SLC2A1
ENSG00000173917	HOXB2
ENSG00000170365	SMAD1
ENSG00000229061	ATAT1
ENSG00000087088	BAX
ENSG00000184144	CNTN2
ENSG00000153234	NR4A2
ENSG00000144355	DLX1
ENSG00000135111	TBX3
ENSG00000171943	SRGAP2C
ENSG00000044574	HSPA5
ENSG00000110697	PITPNM1
ENSG00000173673	HES3
ENSG00000108784	NAGLU
ENSG00000150471	ADGRL3
ENSG00000185737	NRG3
ENSG00000158555	GDPD5
ENSG00000185513	L3MBTL1
ENSG00000128602	SMO
ENSG00000125863	MKKS
ENSG00000198719	DLL1
ENSG00000266028	SRGAP2
ENSG00000169840	GSX1
ENSG00000092964	DPYSL2
ENSG00000089250	NOS1
ENSG00000165186	PTCHD1
ENSG00000115844	DLX2
ENSG00000185008	ROBO2
ENSG00000176020	AMIGO3
ENSG00000181555	SETD2
ENSG00000113456	RAD1
ENSG00000198851	CD3E
ENSG00000097007	ABL1
ENSG00000162624	LHX8
ENSG00000196712	NF1
ENSG00000111707	SUDS3
ENSG00000116147	TNR
ENSG00000112658	SRF
ENSG00000176597	B3GNT5
ENSG00000132640	BTBD3
ENSG00000136244	IL6
ENSG00000128573	FOXP2
ENSG00000149557	FEZ1
ENSG00000010810	FYN
ENSG00000175866	BAIAP2
ENSG00000099250	NRP1
ENSG00000119487	MAPKAP1
ENSG00000187122	SLIT1
ENSG00000137757	CASP5
ENSG00000123384	LRP1
ENSG00000163508	EOMES
ENSG00000124788	ATXN1
ENSG00000169855	ROBO1
ENSG00000076356	PLXNA2
ENSG00000171798	KNDC1
ENSG00000133083	DCLK1
ENSG00000141858	SAMD1
ENSG00000188906	LRRK2
ENSG00000111262	KCNA1
ENSG00000102805	CLN5
ENSG00000116459	ATP5PB
ENSG00000150764	DIXDC1
ENSG00000169136	ATF5
ENSG00000078808	SDF4
ENSG00000171956	FOXB1
ENSG00000108379	WNT3
ENSG00000158955	WNT9B
ENSG00000077782	FGFR1
ENSG00000165240	ATP7A
ENSG00000173805	HAP1
ENSG00000125378	BMP4
ENSG00000180613	GSX2
ENSG00000109220	CHIC2
ENSG00000184634	MED12
ENSG00000107295	SH3GL2
ENSG00000123607	TTC21B
ENSG00000278741	ABR
ENSG00000088986	DYNLL1
ENSG00000120868	APAF1
ENSG00000095139	ARCN1
ENSG00000169313	P2RY12
ENSG00000134198	TSPAN2
ENSG00000103449	SALL1
ENSG00000134245	WNT2B
ENSG00000164900	GBX1
ENSG00000168092	PAFAH1B2
ENSG00000067715	SYT1
ENSG00000159217	IGF2BP1
ENSG00000170558	CDH2
ENSG00000120910	PPP3CC
ENSG00000018236	CNTN1
ENSG00000168542	COL3A1
ENSG00000145242	EPHA5
ENSG00000117707	PROX1
ENSG00000117724	CENPF
ENSG00000117411	B4GALT2
ENSG00000275199	AKT3
ENSG00000130203	APOE
ENSG00000138162	TACC2
ENSG00000171634	BPTF
ENSG00000196092	PAX5
ENSG00000078269	SYNJ2
ENSG00000010278	CD9
ENSG00000141433	ADCYAP1
ENSG00000198198	SZT2
ENSG00000165115	KIF27
ENSG00000116478	HDAC1
ENSG00000169750	RAC3
ENSG00000108799	EZH1
ENSG00000079462	PAFAH1B3
ENSG00000079432	CIC
ENSG00000064835	POU1F1
ENSG00000264343	NOTCH2NLA
ENSG00000170390	DCLK2
ENSG00000179520	SLC17A8
ENSG00000234836	AIF1
ENSG00000141013	GAS8
ENSG00000169896	ITGAM
ENSG00000147571	CRH
ENSG00000136848	DAB2IP
ENSG00000167632	TRAPPC9
ENSG00000203859	HSD3B2
ENSG00000166148	AVPR1A
ENSG00000179348	GATA2
ENSG00000197587	DMBX1
ENSG00000184271	POU6F1
ENSG00000175455	CCDC14
ENSG00000140992	PDPK1
ENSG00000152208	GRID2
ENSG00000203857	HSD3B1
ENSG00000150361	KLHL1
ENSG00000178568	ERBB4
ENSG00000117115	PADI2
ENSG00000092621	PHGDH
ENSG00000284917	EEF1AKMT4-ECE2
ENSG00000182580	EPHB3
ENSG00000172238	ATOH1
ENSG00000089094	KDM2B
ENSG00000090539	CHRD
ENSG00000162704	ARPC5
ENSG00000145191	EIF2B5
ENSG00000163041	H3F3A
ENSG00000125492	BARHL1
ENSG00000148053	NTRK2
ENSG00000154342	WNT3A
ENSG00000165695	AK8
ENSG00000073756	PTGS2
ENSG00000114315	HES1
ENSG00000198835	GJC2
ENSG00000112290	WASF1
ENSG00000070785	EIF2B3
ENSG00000281324	LRP6
ENSG00000284792	PTEN
ENSG00000283100	SIRT2
ENSG00000284161	EEF2K
ENSG00000285262	MCPH1
ENSG00000285485	NFATC4
ENSG00000285387	NDUFS3
ENSG00000288455	SEMA7A
ENSG00000286139	ARHGAP11B
ENSG00000283022	HYDIN
ENSG00000282937	PRSS22
