Gene stable ID	Gene name
ENSG00000153956	CACNA2D1
ENSG00000111087	GLI1
ENSG00000198625	MDM4
ENSG00000153187	HNRNPU
ENSG00000058668	ATP2B4
ENSG00000160211	G6PD
ENSG00000101144	BMP7
ENSG00000124216	SNAI1
ENSG00000160691	SHC1
ENSG00000112655	PTK7
ENSG00000168530	MYL1
ENSG00000170365	SMAD1
ENSG00000116783	TNNI3K
ENSG00000166823	MESP1
ENSG00000089225	TBX5
ENSG00000188095	MESP2
ENSG00000004975	DVL2
ENSG00000135111	TBX3
ENSG00000018408	WWTR1
ENSG00000161021	MAML1
ENSG00000135914	HTR2B
ENSG00000103241	FOXF1
ENSG00000184060	ADAP2
ENSG00000163069	SGCB
ENSG00000043591	ADRB1
ENSG00000128602	SMO
ENSG00000104812	GYS1
ENSG00000143537	ADAM15
ENSG00000125863	MKKS
ENSG00000075711	DLG1
ENSG00000198719	DLL1
ENSG00000006283	CACNA1G
ENSG00000105877	DNAH11
ENSG00000154556	SORBS2
ENSG00000089250	NOS1
ENSG00000185149	NPY2R
ENSG00000080709	KCNN2
ENSG00000101384	JAG1
ENSG00000164736	SOX17
ENSG00000176692	FOXC2
ENSG00000176678	FOXL1
ENSG00000185008	ROBO2
ENSG00000008083	JARID2
ENSG00000181555	SETD2
ENSG00000116161	CACYBP
ENSG00000196712	NF1
ENSG00000170214	ADRA1B
ENSG00000112658	SRF
ENSG00000169242	EFNA1
ENSG00000155657	TTN
ENSG00000010810	FYN
ENSG00000151615	POU4F2
ENSG00000099250	NRP1
ENSG00000120907	ADRA1A
ENSG00000163508	EOMES
ENSG00000072954	TMEM38A
ENSG00000169855	ROBO1
ENSG00000198081	ZBTB14
ENSG00000179588	ZFPM1
ENSG00000168646	AXIN2
ENSG00000136169	SETDB2
ENSG00000112183	RBM24
ENSG00000072062	PRKACA
ENSG00000185313	SCN10A
ENSG00000151617	EDNRA
ENSG00000075429	CACNG5
ENSG00000075461	CACNG4
ENSG00000108878	CACNG1
ENSG00000077782	FGFR1
ENSG00000134853	PDGFRA
ENSG00000173020	GRK2
ENSG00000130037	KCNA5
ENSG00000121933	TMIGD3
ENSG00000282608	ADORA3
ENSG00000125378	BMP4
ENSG00000196557	CACNA1H
ENSG00000171385	KCND3
ENSG00000184634	MED12
ENSG00000114166	KAT2B
ENSG00000141002	TCF25
ENSG00000137193	PIM1
ENSG00000096968	JAK2
ENSG00000002745	WNT16
ENSG00000123104	ITPR2
ENSG00000130528	HRC
ENSG00000144285	SCN1A
ENSG00000103449	SALL1
ENSG00000125618	PAX8
ENSG00000173801	JUP
ENSG00000118729	CASQ2
ENSG00000164442	CITED2
ENSG00000168542	COL3A1
ENSG00000117707	PROX1
ENSG00000163399	ATP1A1
ENSG00000143499	SMYD2
ENSG00000105723	GSK3A
ENSG00000082482	KCNK2
ENSG00000085741	WNT11
ENSG00000170624	SGCD
ENSG00000130529	TRPM4
ENSG00000092969	TGFB2
ENSG00000067900	ROCK1
ENSG00000149922	TBX6
ENSG00000135124	P2RX4
ENSG00000163273	NPPC
ENSG00000131477	RAMP2
ENSG00000141449	GREB1L
ENSG00000108946	PRKAR1A
ENSG00000183230	CTNNA3
ENSG00000100393	EP300
ENSG00000102882	MAPK3
ENSG00000105429	MEGF8
ENSG00000067182	TNFRSF1A
ENSG00000114279	FGF12
ENSG00000159307	SCUBE1
ENSG00000166148	AVPR1A
ENSG00000184271	POU6F1
ENSG00000160789	LMNA
ENSG00000178568	ERBB4
ENSG00000163904	SENP2
ENSG00000124089	MC3R
ENSG00000100280	AP1B1
ENSG00000196091	MYBPC1
ENSG00000243709	LEFTY1
ENSG00000131979	GCH1
ENSG00000184113	CLDN5
ENSG00000185155	MIXL1
ENSG00000186350	RXRA
ENSG00000182718	ANXA2
ENSG00000134775	FHOD3
ENSG00000154099	DNAAF1
ENSG00000130635	COL5A1
ENSG00000154342	WNT3A
ENSG00000265107	GJA5
ENSG00000114315	HES1
ENSG00000081189	MEF2C
ENSG00000121361	KCNJ8
ENSG00000184058	TBX1
ENSG00000134548	SPX
ENSG00000163110	PDLIM5
ENSG00000173706	HEG1
ENSG00000135679	MDM2
ENSG00000069431	ABCC9
ENSG00000132429	POPDC3
ENSG00000112276	BVES
ENSG00000281324	LRP6
ENSG00000284792	PTEN
ENSG00000283780	MAML1
ENSG00000285109	GATA4
ENSG00000285070	ADIPOR2
ENSG00000284953	CACNA2D4
ENSG00000285479	CACNA1C
ENSG00000285485	NFATC4
ENSG00000288219	TNNI2
ENSG00000288250	TNNT3
ENSG00000288257	STRA6
ENSG00000288516	PRKACA
ENSG00000282046	GREM1
ENSG00000283060	ID3
