Gene stable ID	Gene name
ENSG00000101542	CDH20
ENSG00000100985	MMP9
ENSG00000196275	GTF2IRD2
ENSG00000177030	DEAF1
ENSG00000162004	CCDC78
ENSG00000143867	OSR1
ENSG00000080815	PSEN1
ENSG00000187535	IFT140
ENSG00000171522	PTGER4
ENSG00000282064	TRBV20-1
ENSG00000224393	MPIG6B
ENSG00000274137	MYOM2
ENSG00000049860	HEXB
ENSG00000171316	CHD7
ENSG00000112033	PPARD
ENSG00000273706	LHX1
ENSG00000130287	NCAN
ENSG00000137203	TFAP2A
ENSG00000107882	SUFU
ENSG00000107831	FGF8
ENSG00000138386	NAB1
ENSG00000187664	HAPLN4
ENSG00000211800	TRAV20
ENSG00000186174	BCL9L
ENSG00000164050	PLXNB1
ENSG00000020633	RUNX3
ENSG00000003137	CYP26B1
ENSG00000110651	CD81
ENSG00000172731	LRRC20
ENSG00000136754	ABI1
ENSG00000152661	GJA1
ENSG00000164190	NIPBL
ENSG00000170776	AKAP13
ENSG00000156574	NODAL
ENSG00000129170	CSRP3
ENSG00000111186	WNT5B
ENSG00000198171	DDRGK1
ENSG00000107404	DVL1
ENSG00000006377	DLX6
ENSG00000134030	CTIF
ENSG00000227801	COL11A2
ENSG00000186792	HYAL3
ENSG00000223654	FLOT1
ENSG00000157119	KLHL40
ENSG00000273529	HES5
ENSG00000148834	GSTO1
ENSG00000105880	DLX5
ENSG00000141627	DYM
ENSG00000177189	RPS6KA3
ENSG00000160307	S100B
ENSG00000073536	NLE1
ENSG00000198947	DMD
ENSG00000106571	GLI3
ENSG00000159086	PAXBP1
ENSG00000154122	ANKH
ENSG00000036448	MYOM2
ENSG00000177103	DSCAML1
ENSG00000019549	SNAI2
ENSG00000132356	PRKAA1
ENSG00000164692	COL1A2
ENSG00000092529	CAPN3
ENSG00000102265	TIMP1
ENSG00000185022	MAFF
ENSG00000112210	RAB23
ENSG00000276461	TCF20
ENSG00000012223	LTF
ENSG00000114378	HYAL1
ENSG00000156345	CDK20
ENSG00000174428	GTF2IRD2B
ENSG00000276615	KEL
ENSG00000068001	HYAL2
ENSG00000111799	COL12A1
ENSG00000164976	MYORG
ENSG00000113389	NPR3
ENSG00000163513	TGFBR2
ENSG00000154764	WNT7A
ENSG00000135046	ANXA1
ENSG00000184937	WT1
ENSG00000124766	SOX4
ENSG00000176624	MEX3C
ENSG00000105325	FZR1
ENSG00000282712	DEAF1
ENSG00000166794	PPIB
ENSG00000052850	ALX4
ENSG00000167196	FBXO22
ENSG00000205221	VIT
ENSG00000141510	TP53
ENSG00000173402	DAG1
ENSG00000064961	HMG20B
ENSG00000176788	BASP1
ENSG00000123500	COL10A1
ENSG00000082258	CCNT2
ENSG00000107679	PLEKHA1
ENSG00000129152	MYOD1
ENSG00000151702	FLI1
ENSG00000162998	FRZB
ENSG00000204179	PTPN20
ENSG00000124813	RUNX2
ENSG00000179403	VWA1
ENSG00000137727	ARHGAP20
ENSG00000068078	FGFR3
ENSG00000138002	IFT172
ENSG00000230143	FLOT1
ENSG00000272573	MUSTN1
ENSG00000119042	SATB2
ENSG00000152591	DSPP
ENSG00000137573	SULF1
ENSG00000134571	MYBPC3
ENSG00000117899	MESD
ENSG00000275430	MUC20
ENSG00000154188	ANGPT1
ENSG00000137312	FLOT1
ENSG00000109132	PHOX2B
ENSG00000152595	MEPE
ENSG00000159899	NPR2
ENSG00000182197	EXT1
ENSG00000171100	MTM1
ENSG00000145545	SRD5A1
ENSG00000147655	RSPO2
ENSG00000114251	WNT5A
ENSG00000070814	TCOF1
ENSG00000162496	DHRS3
ENSG00000127418	FGFRL1
ENSG00000174574	AKIRIN1
ENSG00000174564	IL20RB
ENSG00000132031	MATN3
ENSG00000164761	TNFRSF11B
ENSG00000157227	MMP14
ENSG00000159167	STC1
ENSG00000162510	MATN1
ENSG00000167612	ANKRD33
ENSG00000183018	SPNS2
ENSG00000184374	COLEC10
ENSG00000123700	KCNJ2
ENSG00000172399	MYOZ2
ENSG00000101470	TNNC2
ENSG00000120156	TEK
ENSG00000113161	HMGCR
ENSG00000109819	PPARGC1A
ENSG00000125398	SOX9
ENSG00000124104	SNX21
ENSG00000169282	KCNAB1
ENSG00000125363	AMELX
ENSG00000164136	IL15
ENSG00000069011	PITX1
ENSG00000147316	MCPH1
ENSG00000099139	PCSK5
ENSG00000130598	TNNI2
ENSG00000196739	COL27A1
ENSG00000141873	SLC39A3
ENSG00000188107	EYS
ENSG00000131759	RARA
ENSG00000082293	COL19A1
ENSG00000266524	GDF10
ENSG00000263761	GDF2
ENSG00000111678	C12orf57
ENSG00000122756	CNTFR
ENSG00000136999	CCN3
ENSG00000168955	TM4SF20
ENSG00000204478	PRAMEF20
ENSG00000163659	TIPARP
ENSG00000166147	FBN1
ENSG00000196218	RYR1
ENSG00000078246	TULP3
ENSG00000170162	VGLL2
ENSG00000114439	BBX
ENSG00000134575	ACP2
ENSG00000273092	TAS2R20
ENSG00000113196	HAND1
ENSG00000109906	ZBTB16
ENSG00000164776	PHKG1
ENSG00000237459	MPIG6B
ENSG00000178919	FOXE1
ENSG00000163501	IHH
ENSG00000196159	FAT4
ENSG00000172183	ISG20
ENSG00000186480	INSIG1
ENSG00000100201	DDX17
ENSG00000109685	NSD2
ENSG00000100473	COCH
ENSG00000282612	TAS2R20
ENSG00000183666	GUSBP1
ENSG00000147155	EBP
ENSG00000162551	ALPL
ENSG00000053254	FOXN3
ENSG00000103489	XYLT1
ENSG00000150347	ARID5B
ENSG00000157766	ACAN
ENSG00000157557	ETS2
ENSG00000275555	DLL1
ENSG00000120451	SNX19
ENSG00000168077	SCARA3
ENSG00000103423	DNAJA3
ENSG00000141750	STAC2
ENSG00000115461	IGFBP5
ENSG00000087494	PTHLH
ENSG00000135414	GDF11
ENSG00000184916	JAG2
ENSG00000187048	CYP4A11
ENSG00000251380	DCANP1
ENSG00000255833	TIFAB
ENSG00000181965	NEUROG1
ENSG00000095209	TMEM38B
ENSG00000140511	HAPLN3
ENSG00000133020	MYH8
ENSG00000106799	TGFBR1
ENSG00000203877	RIPPLY2
ENSG00000125686	MED1
ENSG00000187764	SEMA4D
ENSG00000118526	TCF21
ENSG00000158008	EXTL1
ENSG00000108306	FBXL20
ENSG00000121075	TBX4
ENSG00000128606	LRRC17
ENSG00000166224	SGPL1
ENSG00000172809	RPL38
ENSG00000104313	EYA1
ENSG00000239951	IGKV3-20
ENSG00000115009	CCL20
ENSG00000105971	CAV2
ENSG00000011258	MBTD1
ENSG00000145826	LECT2
ENSG00000132561	MATN2
ENSG00000168779	SHOX2
ENSG00000162367	TAL1
ENSG00000162430	SELENON
ENSG00000228090	MPIG6B
ENSG00000235708	COL11A2
ENSG00000224740	FLOT1
ENSG00000140153	WDR20
ENSG00000105048	TNNT1
ENSG00000102119	EMD
ENSG00000174600	CMKLR1
ENSG00000173153	ESRRA
ENSG00000184344	GDF3
ENSG00000105329	TGFB1
ENSG00000158022	TRIM63
ENSG00000187955	COL14A1
ENSG00000129991	TNNI3
ENSG00000135902	CHRND
ENSG00000054598	FOXC1
ENSG00000183160	TMEM119
ENSG00000000938	FGR
ENSG00000084073	ZMPSTE24
ENSG00000211625	IGKV3D-20
ENSG00000147408	CSGALNACT1
ENSG00000120708	TGFBI
ENSG00000162729	IGSF8
ENSG00000187957	DNER
ENSG00000142871	CCN1
ENSG00000276799	WNT9B
ENSG00000101265	RASSF2
ENSG00000143318	CASQ1
ENSG00000102125	TAZ
ENSG00000163359	COL6A3
ENSG00000113658	SMAD5
ENSG00000145794	MEGF10
ENSG00000138814	PPP3CA
ENSG00000049089	COL9A2
ENSG00000111424	VDR
ENSG00000107779	BMPR1A
ENSG00000170175	CHRNB1
ENSG00000133424	LARGE1
ENSG00000060718	COL11A1
ENSG00000197122	SRC
ENSG00000177791	MYOZ1
ENSG00000105974	CAV1
ENSG00000178860	MSC
ENSG00000133937	GSC
ENSG00000198793	MTOR
ENSG00000111679	PTPN6
ENSG00000139546	TARBP2
ENSG00000125813	PAX1
ENSG00000090932	DLL3
ENSG00000164161	HHIP
ENSG00000099942	CRKL
ENSG00000133794	ARNTL
ENSG00000170961	HAS2
ENSG00000154237	LRRK1
ENSG00000169884	WNT10B
ENSG00000109063	MYH3
ENSG00000181722	ZBTB20
ENSG00000120738	EGR1
ENSG00000125084	WNT1
ENSG00000176887	SOX11
ENSG00000114270	COL7A1
ENSG00000137868	STRA6
ENSG00000162607	USP1
ENSG00000128714	HOXD13
ENSG00000170178	HOXD12
ENSG00000128710	HOXD10
ENSG00000139219	COL2A1
ENSG00000100815	TRIP11
ENSG00000128709	HOXD9
ENSG00000170166	HOXD4
ENSG00000128652	HOXD3
ENSG00000262179	MYMX
ENSG00000103056	SMPD3
ENSG00000175879	HOXD8
ENSG00000128645	HOXD1
ENSG00000092054	MYH7
ENSG00000129757	CDKN1C
ENSG00000173253	DMRT2
ENSG00000152266	PTH
ENSG00000135636	DYSF
ENSG00000048052	HDAC9
ENSG00000166341	DCHS1
ENSG00000030304	MUSK
ENSG00000183770	FOXL2
ENSG00000142156	COL6A1
ENSG00000106991	ENG
ENSG00000104964	TLE5
ENSG00000166377	ATP9B
ENSG00000150867	PIP4K2A
ENSG00000187134	AKR1C1
ENSG00000068024	HDAC4
ENSG00000119401	TRIM32
ENSG00000173157	ADAMTS20
ENSG00000106462	EZH2
ENSG00000111199	TRPV4
ENSG00000197043	ANXA6
ENSG00000239474	KLHL41
ENSG00000166200	COPS2
ENSG00000196296	ATP2A1
ENSG00000108924	HLF
ENSG00000068885	IFT80
ENSG00000101203	COL20A1
ENSG00000263057	KRT20
ENSG00000142700	DMRTA2
ENSG00000167658	EEF2
ENSG00000158195	WASF2
ENSG00000114861	FOXP1
ENSG00000139832	RAB20
ENSG00000102024	PLS3
ENSG00000144821	MYH15
ENSG00000176842	IRX5
ENSG00000081870	HSPB11
ENSG00000124006	OBSL1
ENSG00000137674	MMP20
ENSG00000122691	TWIST1
ENSG00000123999	INHA
ENSG00000078401	EDN1
ENSG00000025293	PHF20
ENSG00000129194	SOX15
ENSG00000043039	BARX2
ENSG00000142173	COL6A2
ENSG00000171217	CLDN20
ENSG00000274273	ATP9B
ENSG00000158859	ADAMTS4
ENSG00000161270	NPHS1
ENSG00000197847	SLC22A20P
ENSG00000277258	PCGF2
ENSG00000104447	TRPS1
ENSG00000123388	HOXC11
ENSG00000180806	HOXC9
ENSG00000197757	HOXC6
ENSG00000198353	HOXC4
ENSG00000172789	HOXC5
ENSG00000183691	NOG
ENSG00000037965	HOXC8
ENSG00000180818	HOXC10
ENSG00000172819	RARG
ENSG00000087245	MMP2
ENSG00000196562	SULF2
ENSG00000282266	ATP9B
ENSG00000164287	CDC20B
ENSG00000163785	RYK
ENSG00000173991	TCAP
ENSG00000101306	MYLK2
ENSG00000123213	NLN
ENSG00000129292	PHF20L1
ENSG00000185551	NR2F2
ENSG00000174437	ATP2A2
ENSG00000198125	MB
ENSG00000058404	CAMK2B
ENSG00000155846	PPARGC1B
ENSG00000127124	HIVEP3
ENSG00000088256	GNA11
ENSG00000126778	SIX1
ENSG00000122877	EGR2
ENSG00000176945	MUC20
ENSG00000112062	MAPK14
ENSG00000198682	PAPSS2
ENSG00000278114	MUC20
ENSG00000138829	FBN2
ENSG00000105855	ITGB8
ENSG00000126524	SBDS
ENSG00000100625	SIX4
ENSG00000223699	COL11A2
ENSG00000138180	CEP55
ENSG00000167264	DUS2
ENSG00000197905	TEAD4
ENSG00000163132	MSX1
ENSG00000138207	RBP4
ENSG00000070761	CFAP20
ENSG00000081237	PTPRC
ENSG00000204248	COL11A2
ENSG00000204882	GPR20
ENSG00000114739	ACVR2B
ENSG00000047597	XK
ENSG00000108823	SGCA
ENSG00000092841	MYL6
ENSG00000177119	ANO6
ENSG00000113140	SPARC
ENSG00000132196	HSD17B7
ENSG00000182600	SNORC
ENSG00000147862	NFIB
ENSG00000196465	MYL6B
ENSG00000154928	EPHB1
ENSG00000182533	CAV3
ENSG00000142453	CARM1
ENSG00000250745	USP17L20
ENSG00000161642	ZNF385A
ENSG00000137745	MMP13
ENSG00000060138	YBX3
ENSG00000185630	PBX1
ENSG00000102554	KLF5
ENSG00000133247	KMT5C
ENSG00000121903	ZSCAN20
ENSG00000108821	COL1A1
ENSG00000111252	SH2B3
ENSG00000063660	GPC1
ENSG00000164690	SHH
ENSG00000170891	CYTL1
ENSG00000204420	MPIG6B
ENSG00000280165	PCDH20
ENSG00000183682	BMP8A
ENSG00000143632	ACTA1
ENSG00000086967	MYBPC2
ENSG00000116704	SLC35D1
ENSG00000255837	TAS2R20
ENSG00000182253	SYNM
ENSG00000178882	RFLNA
ENSG00000108515	ENO3
ENSG00000174697	LEP
ENSG00000106304	SPAM1
ENSG00000011143	MKS1
ENSG00000148308	GTF3C5
ENSG00000112293	GPLD1
ENSG00000206561	COLQ
ENSG00000125124	BBS2
ENSG00000152785	BMP3
ENSG00000274577	LHX1
ENSG00000138685	FGF2
ENSG00000131873	CHSY1
ENSG00000118194	TNNT2
ENSG00000203867	RBM20
ENSG00000124159	MATN4
ENSG00000198771	RCSD1
ENSG00000180318	ALX1
ENSG00000112357	PEX7
ENSG00000141052	MYOCD
ENSG00000070018	LRP6
ENSG00000159173	TNNI1
ENSG00000074047	GLI2
ENSG00000016402	IL20RA
ENSG00000143570	SLC39A1
ENSG00000165410	CFL2
ENSG00000230930	COL11A2
ENSG00000168522	FNTA
ENSG00000147869	CER1
ENSG00000136457	CHAD
ENSG00000148343	MIGA2
ENSG00000164105	SAP30
ENSG00000213366	GSTM2
ENSG00000121577	POPDC2
ENSG00000038295	TLL1
ENSG00000136068	FLNB
ENSG00000164946	FREM1
ENSG00000281630	MUC20
ENSG00000188064	WNT7B
ENSG00000143995	MEIS1
ENSG00000179295	PTPN11
ENSG00000112175	BMP5
ENSG00000132932	ATP8A2
ENSG00000164107	HAND2
ENSG00000160801	PTH1R
ENSG00000168056	LTBP3
ENSG00000049540	ELN
ENSG00000066468	FGFR2
ENSG00000104936	DMPK
ENSG00000168036	CTNNB1
ENSG00000177045	SIX5
ENSG00000235387	SPAAR
ENSG00000091436	MAP3K20
ENSG00000107984	DKK1
ENSG00000134569	LRP4
ENSG00000090863	GLG1
ENSG00000148400	NOTCH1
ENSG00000139687	RB1
ENSG00000100678	SLC8A3
ENSG00000006282	SPATA20
ENSG00000100644	HIF1A
ENSG00000248746	ACTN3
ENSG00000171298	GAA
ENSG00000165471	MBL2
ENSG00000171431	KRT20
ENSG00000163909	HEYL
ENSG00000100714	MTHFD1
ENSG00000124749	COL21A1
ENSG00000141543	EIF4A3
ENSG00000101605	MYOM1
ENSG00000125629	INSIG2
ENSG00000173418	NAA20
ENSG00000259384	GH1
ENSG00000117450	PRDX1
ENSG00000111913	RIPOR2
ENSG00000260428	SCX
ENSG00000168610	STAT3
ENSG00000139329	LUM
ENSG00000006652	IFRD1
ENSG00000011465	DCN
ENSG00000166949	SMAD3
ENSG00000105991	HOXA1
ENSG00000180228	PRKRA
ENSG00000105996	HOXA2
ENSG00000117385	P3H1
ENSG00000143369	ECM1
ENSG00000134007	ADAM20
ENSG00000116985	BMP8B
ENSG00000122592	HOXA7
ENSG00000231003	MPIG6B
ENSG00000197576	HOXA4
ENSG00000106004	HOXA5
ENSG00000106006	HOXA6
ENSG00000105997	HOXA3
ENSG00000147509	RGS20
ENSG00000155366	RHOC
ENSG00000111341	MGP
ENSG00000164093	PITX2
ENSG00000170802	FOXN2
ENSG00000145423	SFRP2
ENSG00000156150	ALX3
ENSG00000114503	NCBP2
ENSG00000054938	CHRDL2
ENSG00000172845	SP3
ENSG00000171456	ASXL1
ENSG00000148677	ANKRD1
ENSG00000136878	USP20
ENSG00000144681	STAC
ENSG00000007314	SCN4A
ENSG00000206480	FLOT1
ENSG00000116132	PRRX1
ENSG00000185482	STAC3
ENSG00000176046	NUPR1
ENSG00000133392	MYH11
ENSG00000166509	CLEC3A
ENSG00000095587	TLL2
ENSG00000168487	BMP1
ENSG00000244405	ETV5
ENSG00000125965	GDF5
ENSG00000167397	VKORC1
ENSG00000122180	MYOG
ENSG00000142627	EPHA2
ENSG00000100207	TCF20
ENSG00000179456	ZBTB18
ENSG00000176890	TYMS
ENSG00000186153	WWOX
ENSG00000167476	JSRP1
ENSG00000133048	CHI3L1
ENSG00000111241	FGF6
ENSG00000034971	MYOC
ENSG00000203667	COX20
ENSG00000159388	BTG2
ENSG00000188783	PRELP
ENSG00000164885	CDK5
ENSG00000169762	TAPT1
ENSG00000101144	BMP7
ENSG00000187848	P2RX2
ENSG00000124216	SNAI1
ENSG00000140937	CDH11
ENSG00000120094	HOXB1
ENSG00000182742	HOXB4
ENSG00000120093	HOXB3
ENSG00000120075	HOXB5
ENSG00000012174	MBTPS2
ENSG00000108511	HOXB6
ENSG00000173917	HOXB2
ENSG00000168530	MYL1
ENSG00000170365	SMAD1
ENSG00000144355	DLX1
ENSG00000108654	DDX5
ENSG00000135111	TBX3
ENSG00000076321	KLHL20
ENSG00000170689	HOXB9
ENSG00000120068	HOXB8
ENSG00000260027	HOXB7
ENSG00000130707	ASS1
ENSG00000145192	AHSG
ENSG00000038427	VCAN
ENSG00000102174	PHEX
ENSG00000128602	SMO
ENSG00000125863	MKKS
ENSG00000075711	DLG1
ENSG00000198719	DLL1
ENSG00000010361	FUZ
ENSG00000163380	LMOD3
ENSG00000005513	SOX8
ENSG00000133985	TTC9
ENSG00000115844	DLX2
ENSG00000164736	SOX17
ENSG00000176692	FOXC2
ENSG00000162891	IL20
ENSG00000181555	SETD2
ENSG00000145681	HAPLN1
ENSG00000273777	CEACAM20
ENSG00000152413	HOMER1
ENSG00000206396	MPIG6B
ENSG00000278644	PCGF2
ENSG00000196712	NF1
ENSG00000211946	IGHV3-20
ENSG00000165816	VWA2
ENSG00000138435	CHRNA1
ENSG00000170935	NCBP2L
ENSG00000149257	SERPINH1
ENSG00000112658	SRF
ENSG00000155657	TTN
ENSG00000116183	PAPPA2
ENSG00000120742	SERP1
ENSG00000128573	FOXP2
ENSG00000236271	FLOT1
ENSG00000163508	EOMES
ENSG00000188585	CLEC20A
ENSG00000149948	HMGA2
ENSG00000179588	ZFPM1
ENSG00000167208	SNX20
ENSG00000168646	AXIN2
ENSG00000162825	NBPF20
ENSG00000186529	CYP4F3
ENSG00000112183	RBM24
ENSG00000166886	NAB2
ENSG00000169231	THBS3
ENSG00000158955	WNT9B
ENSG00000077782	FGFR1
ENSG00000134853	PDGFRA
ENSG00000173714	WFIKKN2
ENSG00000262418	PTPRC
ENSG00000232541	COL11A2
ENSG00000105664	COMP
ENSG00000102575	ACP5
ENSG00000165240	ATP7A
ENSG00000117399	CDC20
ENSG00000125378	BMP4
ENSG00000086696	HSD17B2
ENSG00000184634	MED12
ENSG00000096968	JAK2
ENSG00000120254	MTHFD1L
ENSG00000162772	ATF3
ENSG00000134245	WNT2B
ENSG00000126870	WDR60
ENSG00000162769	FLVCR1
ENSG00000168542	COL3A1
ENSG00000073282	TP63
ENSG00000110911	SLC11A2
ENSG00000117707	PROX1
ENSG00000186204	CYP4F12
ENSG00000070010	UFD1
ENSG00000116539	ASH1L
ENSG00000085741	WNT11
ENSG00000134247	PTGFRN
ENSG00000196092	PAX5
ENSG00000010278	CD9
ENSG00000134253	TRIM45
ENSG00000204262	COL5A2
ENSG00000179111	HES7
ENSG00000186115	CYP4F2
ENSG00000092969	TGFB2
ENSG00000173868	PHOSPHO1
ENSG00000114742	WDR48
ENSG00000132010	ZNF20
ENSG00000089041	P2RX7
ENSG00000145431	PDGFC
ENSG00000111046	MYF6
ENSG00000111049	MYF5
ENSG00000104332	SFRP1
ENSG00000072080	SPP2
ENSG00000136630	HLX
ENSG00000187616	MYMK
ENSG00000163273	NPPC
ENSG00000092607	TBX15
ENSG00000100393	EP300
ENSG00000154309	DISP1
ENSG00000120800	UTP20
ENSG00000102882	MAPK3
ENSG00000105429	MEGF8
ENSG00000167522	ANKRD11
ENSG00000090534	THPO
ENSG00000144655	CSRNP1
ENSG00000196091	MYBPC1
ENSG00000090539	CHRD
ENSG00000196363	WDR5
ENSG00000157637	SLC38A10
ENSG00000182718	ANXA2
ENSG00000143816	WNT9A
ENSG00000154342	WNT3A
ENSG00000116128	BCL9
ENSG00000265107	GJA5
ENSG00000081189	MEF2C
ENSG00000184058	TBX1
ENSG00000180209	MYLPF
ENSG00000006704	GTF2IRD1
ENSG00000105357	MYH14
ENSG00000132429	POPDC3
ENSG00000112276	BVES
ENSG00000009709	PAX7
ENSG00000281324	LRP6
ENSG00000282825	CTIF
ENSG00000282402	IGKV3-20
ENSG00000283946	CHRNB1
ENSG00000283979	RFLNB
ENSG00000285262	MCPH1
ENSG00000288499	FAM20C
ENSG00000288219	TNNI2
ENSG00000288250	TNNT3
ENSG00000288257	STRA6
ENSG00000280467	TCF20
ENSG00000281897	TCF20
ENSG00000283026	TCF20
ENSG00000282892	TCF20
ENSG00000283681	TCF20
